method,split,task,assumption,seed,episodes,assumption_diagnosis_accuracy,unsafe_affordance_rejection_recall,false_rejection_rate,calibration_error,test_informativeness,task_success,physical_violation_rate,damage_spill_collision_rate,test_query_cost,human_query_burden,planning_regret_to_oracle
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,clearance_and_collision,6,88,0.295455,0.027027,0.000000,0.033933,0.003112,0.420455,0.420455,0.102273,0.001364,0.000000,0.295093
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,0,88,0.329545,0.048387,0.038462,0.059949,0.001238,0.409091,0.375000,0.113636,0.000546,0.000000,0.288658
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,1,88,0.397727,0.000000,0.000000,0.132764,0.003090,0.352273,0.386364,0.147727,0.001364,0.000000,0.302928
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,2,88,0.340909,0.052632,0.000000,0.078091,0.002460,0.454545,0.329545,0.090909,0.001091,0.000000,0.269347
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,3,88,0.261364,0.000000,0.000000,0.004122,0.001248,0.363636,0.443182,0.159091,0.000546,0.000000,0.311670
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,4,88,0.329545,0.000000,0.047619,0.067876,0.001222,0.363636,0.352273,0.079545,0.000546,0.000000,0.286933
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,5,88,0.238636,0.000000,0.027778,0.024275,0.001843,0.477273,0.329545,0.090909,0.000819,0.000000,0.275996
llm_common_sense_replanner,combined_common_sense_stress,door_drawer_opening,mass_or_inertia,6,88,0.386364,0.017241,0.000000,0.124201,0.000000,0.477273,0.318182,0.113636,0.000000,0.000000,0.270818
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,0,88,0.238636,0.000000,0.000000,0.014535,0.002537,0.397727,0.522727,0.159091,0.001098,0.000000,0.347772
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,1,88,0.318182,0.026667,0.000000,0.058740,0.001904,0.375000,0.340909,0.181818,0.000824,0.000000,0.319751
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,2,88,0.329545,0.014925,0.000000,0.057868,0.000631,0.511364,0.386364,0.181818,0.000275,0.000000,0.313881
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,3,88,0.306818,0.000000,0.041667,0.049404,0.000635,0.488636,0.352273,0.136364,0.000275,0.000000,0.308764
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,4,88,0.272727,0.014925,0.000000,0.029458,0.005062,0.443182,0.329545,0.125000,0.002197,0.000000,0.300312
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,5,88,0.261364,0.000000,0.052632,0.012097,0.001896,0.409091,0.420455,0.136364,0.000824,0.000000,0.326597
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,support_stability,6,88,0.340909,0.016129,0.000000,0.088195,0.002525,0.420455,0.477273,0.136364,0.001098,0.000000,0.326071
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,0,88,0.272727,0.015385,0.043478,0.011809,0.000634,0.386364,0.500000,0.102273,0.000275,0.000000,0.335037
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,1,88,0.340909,0.028986,0.000000,0.077891,0.001904,0.386364,0.420455,0.136364,0.000824,0.000000,0.321969
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,2,88,0.329545,0.000000,0.000000,0.073386,0.003169,0.477273,0.340909,0.125000,0.001373,0.000000,0.300877
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,3,88,0.329545,0.030303,0.000000,0.079224,0.001905,0.409091,0.386364,0.159091,0.000824,0.000000,0.319193
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,4,88,0.352273,0.028571,0.000000,0.097442,0.000000,0.409091,0.454545,0.113636,0.000000,0.000000,0.323954
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,5,88,0.295455,0.000000,0.000000,0.034789,0.001907,0.454545,0.386364,0.159091,0.000824,0.000000,0.316850
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,containment_or_leakage,6,88,0.227273,0.014286,0.000000,0.028710,0.001888,0.375000,0.431818,0.125000,0.000824,0.000000,0.328567
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,0,88,0.295455,0.000000,0.000000,0.038283,0.002505,0.375000,0.352273,0.159091,0.001098,0.000000,0.320188
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,1,88,0.295455,0.000000,0.000000,0.035635,0.001267,0.465909,0.375000,0.159091,0.000549,0.000000,0.315248
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,2,88,0.340909,0.014925,0.000000,0.080675,0.001267,0.386364,0.454545,0.125000,0.000549,0.000000,0.326687
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,3,88,0.329545,0.000000,0.000000,0.069862,0.000633,0.386364,0.363636,0.181818,0.000275,0.000000,0.322524
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,4,88,0.204545,0.028986,0.000000,0.053382,0.000651,0.250000,0.375000,0.136364,0.000275,0.000000,0.327904
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,5,88,0.306818,0.000000,0.000000,0.049030,0.000640,0.397727,0.443182,0.227273,0.000275,0.000000,0.342789
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,rigidity_or_deformation,6,88,0.375000,0.045455,0.000000,0.123000,0.001922,0.465909,0.409091,0.113636,0.000824,0.000000,0.308688
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,0,88,0.306818,0.046875,0.000000,0.043332,0.001265,0.409091,0.443182,0.125000,0.000549,0.000000,0.323932
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,1,88,0.272727,0.014286,0.000000,0.022260,0.001270,0.420455,0.511364,0.147727,0.000549,0.000000,0.338720
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,2,88,0.272727,0.014925,0.000000,0.028858,0.000636,0.340909,0.329545,0.125000,0.000275,0.000000,0.310506
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,3,88,0.306818,0.014925,0.000000,0.054475,0.001264,0.397727,0.420455,0.215909,0.000549,0.000000,0.333883
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,4,88,0.261364,0.000000,0.000000,0.007139,0.001261,0.352273,0.397727,0.204545,0.000549,0.000000,0.339018
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,5,88,0.340909,0.000000,0.000000,0.082043,0.000000,0.352273,0.431818,0.125000,0.000000,0.000000,0.326039
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,tool_reach_and_contact,6,88,0.250000,0.016667,0.035714,0.006472,0.004445,0.340909,0.465909,0.215909,0.001922,0.000000,0.348163
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,0,88,0.215909,0.014085,0.000000,0.039288,0.000635,0.340909,0.375000,0.147727,0.000275,0.000000,0.323172
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,1,88,0.375000,0.000000,0.000000,0.118724,0.001914,0.386364,0.477273,0.181818,0.000824,0.000000,0.342286
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,2,88,0.238636,0.000000,0.000000,0.009340,0.001917,0.329545,0.454545,0.204545,0.000824,0.000000,0.349429
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,3,88,0.261364,0.014706,0.000000,0.007897,0.002529,0.375000,0.409091,0.181818,0.001098,0.000000,0.330455
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,4,88,0.272727,0.000000,0.000000,0.011607,0.001893,0.306818,0.465909,0.125000,0.000824,0.000000,0.340151
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,5,88,0.352273,0.014706,0.000000,0.094099,0.000000,0.443182,0.329545,0.136364,0.000000,0.000000,0.301183
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,articulation_direction,6,88,0.284091,0.000000,0.076923,0.029782,0.000636,0.352273,0.443182,0.136364,0.000275,0.000000,0.333440
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,0,88,0.375000,0.024390,0.000000,0.092628,0.001326,0.352273,0.443182,0.227273,0.000549,0.000000,0.365644
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,1,88,0.397727,0.012195,0.166667,0.129432,0.001322,0.431818,0.488636,0.125000,0.000549,0.000000,0.348578
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,2,88,0.272727,0.036145,0.200000,0.003691,0.003340,0.284091,0.522727,0.227273,0.001373,0.000000,0.384041
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,3,88,0.295455,0.000000,0.000000,0.030570,0.002006,0.295455,0.431818,0.125000,0.000824,0.000000,0.350900
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,4,88,0.340909,0.012048,0.000000,0.068760,0.002666,0.261364,0.545455,0.215909,0.001098,0.000000,0.388963
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,5,88,0.363636,0.012987,0.000000,0.100575,0.001345,0.352273,0.409091,0.181818,0.000549,0.000000,0.352209
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,clearance_and_collision,6,88,0.318182,0.000000,0.000000,0.048905,0.004002,0.375000,0.522727,0.170455,0.001648,0.000000,0.367546
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,0,88,0.318182,0.027397,0.000000,0.074508,0.003160,0.420455,0.386364,0.136364,0.001373,0.000000,0.315406
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,1,88,0.386364,0.016129,0.000000,0.128949,0.002526,0.363636,0.420455,0.102273,0.001098,0.000000,0.317526
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,2,88,0.318182,0.015385,0.086957,0.061883,0.000642,0.443182,0.397727,0.125000,0.000275,0.000000,0.317661
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,3,88,0.318182,0.014925,0.000000,0.069702,0.001279,0.375000,0.443182,0.147727,0.000549,0.000000,0.331854
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,4,88,0.306818,0.000000,0.000000,0.062704,0.003159,0.420455,0.454545,0.215909,0.001373,0.000000,0.342793
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,5,88,0.147727,0.000000,0.000000,0.113120,0.001280,0.340909,0.420455,0.181818,0.000549,0.000000,0.338307
llm_common_sense_replanner,combined_common_sense_stress,cluttered_navigation_clearance,mass_or_inertia,6,88,0.215909,0.000000,0.000000,0.039446,0.002539,0.409091,0.431818,0.136364,0.001098,0.000000,0.327818
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,0,88,0.522727,0.137255,0.054054,0.118221,0.008868,0.681818,0.238636,0.034091,0.002036,0.000000,0.130134
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,1,88,0.534091,0.120000,0.210526,0.123290,0.009965,0.693182,0.227273,0.068182,0.002291,0.000000,0.141245
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,2,88,0.534091,0.113208,0.028571,0.125707,0.006644,0.681818,0.272727,0.068182,0.001527,0.000000,0.146061
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,3,88,0.647727,0.180000,0.105263,0.240294,0.004409,0.715909,0.295455,0.056818,0.001018,0.000000,0.138210
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,4,88,0.454545,0.062500,0.125000,0.040420,0.003295,0.659091,0.363636,0.068182,0.000764,0.000000,0.168994
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,5,88,0.545455,0.076923,0.166667,0.142378,0.008887,0.636364,0.329545,0.090909,0.002036,0.000000,0.165172
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,support_stability,6,88,0.488636,0.032787,0.148148,0.077998,0.005595,0.659091,0.272727,0.102273,0.001273,0.000000,0.155377
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,0,88,0.545455,0.142857,0.086957,0.140048,0.010626,0.727273,0.102273,0.011364,0.002545,0.000000,0.088851
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,1,88,0.522727,0.170213,0.097561,0.111469,0.006416,0.784091,0.250000,0.034091,0.001527,0.000000,0.117266
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,2,88,0.420455,0.071429,0.065217,0.018012,0.004249,0.613636,0.238636,0.022727,0.001018,0.000000,0.127890
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,3,88,0.579545,0.125000,0.125000,0.181290,0.009622,0.693182,0.227273,0.079545,0.002291,0.000000,0.125313
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,4,88,0.454545,0.105263,0.140000,0.058050,0.010669,0.727273,0.284091,0.045455,0.002545,0.000000,0.132080
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,5,88,0.545455,0.071429,0.195652,0.146754,0.005352,0.613636,0.170455,0.068182,0.001273,0.000000,0.127078
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,containment_or_leakage,6,88,0.534091,0.095238,0.086957,0.136159,0.005370,0.636364,0.250000,0.045455,0.001273,0.000000,0.129710
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,0,88,0.545455,0.111111,0.023256,0.137986,0.006408,0.750000,0.261364,0.022727,0.001527,0.000000,0.117218
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,1,88,0.613636,0.217391,0.047619,0.216997,0.006419,0.727273,0.170455,0.056818,0.001527,0.000000,0.104675
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,2,88,0.579545,0.108696,0.047619,0.166442,0.002146,0.681818,0.261364,0.045455,0.000509,0.000000,0.125372
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,3,88,0.511364,0.051282,0.163265,0.104438,0.007491,0.613636,0.136364,0.034091,0.001782,0.000000,0.114349
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,4,88,0.511364,0.078947,0.060000,0.107105,0.009602,0.659091,0.295455,0.056818,0.002291,0.000000,0.136674
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,5,88,0.511364,0.075000,0.187500,0.106881,0.005357,0.613636,0.215909,0.011364,0.001273,0.000000,0.127033
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,rigidity_or_deformation,6,88,0.568182,0.057143,0.075472,0.170368,0.008505,0.738636,0.215909,0.068182,0.002036,0.000000,0.120736
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,0,88,0.500000,0.021739,0.095238,0.099987,0.008568,0.681818,0.272727,0.056818,0.002036,0.000000,0.136958
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,1,88,0.568182,0.100000,0.083333,0.177097,0.010702,0.681818,0.215909,0.079545,0.002545,0.000000,0.122469
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,2,88,0.511364,0.090909,0.113636,0.110263,0.009622,0.670455,0.181818,0.068182,0.002291,0.000000,0.121911
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,3,88,0.522727,0.000000,0.074074,0.108436,0.007465,0.568182,0.215909,0.090909,0.001782,0.000000,0.138418
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,4,88,0.511364,0.050000,0.125000,0.111920,0.011703,0.715909,0.250000,0.056818,0.002800,0.000000,0.129075
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,5,88,0.534091,0.100000,0.145833,0.124580,0.006408,0.727273,0.261364,0.034091,0.001527,0.000000,0.128023
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,tool_reach_and_contact,6,88,0.500000,0.116279,0.133333,0.086290,0.008566,0.727273,0.295455,0.034091,0.002036,0.000000,0.129042
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,0,88,0.556818,0.022222,0.069767,0.163092,0.005323,0.715909,0.250000,0.102273,0.001273,0.000000,0.131624
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,1,88,0.500000,0.024390,0.085106,0.095471,0.006406,0.659091,0.250000,0.068182,0.001527,0.000000,0.133792
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,2,88,0.579545,0.105263,0.060000,0.185318,0.008542,0.738636,0.215909,0.034091,0.002036,0.000000,0.109647
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,3,88,0.613636,0.088889,0.209302,0.216923,0.008575,0.681818,0.238636,0.034091,0.002036,0.000000,0.123082
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,4,88,0.477273,0.022727,0.090909,0.081513,0.005344,0.727273,0.193182,0.090909,0.001273,0.000000,0.122252
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,5,88,0.556818,0.086957,0.095238,0.146078,0.001063,0.681818,0.250000,0.034091,0.000255,0.000000,0.125608
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,articulation_direction,6,88,0.545455,0.113636,0.068182,0.140459,0.009607,0.670455,0.295455,0.079545,0.002291,0.000000,0.135824
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,0,88,0.590909,0.064516,0.122807,0.199278,0.005357,0.670455,0.193182,0.056818,0.001273,0.000000,0.123860
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,1,88,0.590909,0.129032,0.087719,0.187732,0.008545,0.659091,0.204545,0.034091,0.002036,0.000000,0.120895
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,2,88,0.477273,0.088889,0.046512,0.080655,0.007487,0.681818,0.306818,0.056818,0.001782,0.000000,0.140919
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,3,88,0.545455,0.175000,0.083333,0.140760,0.003180,0.704545,0.250000,0.034091,0.000764,0.000000,0.121126
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,4,88,0.602273,0.068182,0.022727,0.203979,0.008576,0.772727,0.215909,0.034091,0.002036,0.000000,0.111705
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,5,88,0.556818,0.116279,0.066667,0.151457,0.007520,0.750000,0.227273,0.011364,0.001782,0.000000,0.109702
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,clearance_and_collision,6,88,0.534091,0.047619,0.021739,0.130948,0.008528,0.750000,0.215909,0.045455,0.002036,0.000000,0.113289
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,0,88,0.534091,0.024390,0.106383,0.142203,0.005401,0.693182,0.306818,0.056818,0.001273,0.000000,0.145218
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,1,88,0.556818,0.068182,0.068182,0.140801,0.015058,0.681818,0.250000,0.045455,0.003563,0.000000,0.128271
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,2,88,0.465909,0.062500,0.100000,0.067962,0.007548,0.693182,0.272727,0.045455,0.001782,0.000000,0.132697
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,3,88,0.488636,0.057143,0.037736,0.085230,0.008585,0.727273,0.170455,0.045455,0.002036,0.000000,0.112974
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,4,88,0.579545,0.155556,0.116279,0.174696,0.006461,0.670455,0.295455,0.068182,0.001527,0.000000,0.139934
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,5,88,0.625000,0.128205,0.102041,0.217144,0.006471,0.761364,0.295455,0.068182,0.001527,0.000000,0.130238
sequential_3d_affordance_reasoner,nominal_household,stackable_object_placement,mass_or_inertia,6,88,0.556818,0.022727,0.068182,0.155374,0.008628,0.727273,0.193182,0.068182,0.002036,0.000000,0.121777
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,0,88,0.511364,0.125000,0.100000,0.108123,0.007669,0.738636,0.250000,0.113636,0.001832,0.000000,0.149307
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,1,88,0.556818,0.058824,0.081081,0.157832,0.004372,0.590909,0.261364,0.079545,0.001047,0.000000,0.159968
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,2,88,0.534091,0.083333,0.100000,0.146636,0.010932,0.670455,0.352273,0.136364,0.002618,0.000000,0.178230
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,3,88,0.534091,0.209302,0.000000,0.125892,0.009849,0.636364,0.227273,0.045455,0.002356,0.000000,0.134494
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,4,88,0.488636,0.111111,0.046512,0.092868,0.003316,0.613636,0.318182,0.034091,0.000785,0.000000,0.161073
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,5,88,0.465909,0.081633,0.076923,0.069060,0.002178,0.715909,0.215909,0.113636,0.000523,0.000000,0.150546
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,support_stability,6,88,0.522727,0.139535,0.088889,0.105079,0.004362,0.636364,0.306818,0.068182,0.001047,0.000000,0.163156
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,0,88,0.545455,0.033333,0.035714,0.137870,0.006823,0.545455,0.386364,0.090909,0.001570,0.000000,0.200375
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,1,88,0.556818,0.192308,0.027778,0.144007,0.009057,0.693182,0.295455,0.034091,0.002094,0.000000,0.156788
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,2,88,0.556818,0.094340,0.000000,0.149205,0.009103,0.681818,0.352273,0.079545,0.002094,0.000000,0.178216
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,3,88,0.488636,0.051724,0.033333,0.075925,0.006808,0.579545,0.340909,0.136364,0.001570,0.000000,0.199000
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,4,88,0.500000,0.075472,0.057143,0.092091,0.007926,0.670455,0.329545,0.090909,0.001832,0.000000,0.176357
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,5,88,0.590909,0.072727,0.060606,0.180116,0.004503,0.715909,0.409091,0.125000,0.001047,0.000000,0.194346
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,containment_or_leakage,6,88,0.454545,0.115385,0.027778,0.042486,0.010210,0.670455,0.272727,0.113636,0.002356,0.000000,0.169498
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,0,88,0.647727,0.055556,0.230769,0.253924,0.009844,0.636364,0.284091,0.056818,0.002356,0.000000,0.161828
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,1,88,0.500000,0.026316,0.120000,0.094659,0.014275,0.590909,0.318182,0.022727,0.003403,0.000000,0.167102
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,2,88,0.625000,0.095238,0.108696,0.223515,0.008769,0.625000,0.204545,0.090909,0.002094,0.000000,0.151097
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,3,88,0.511364,0.068182,0.090909,0.120061,0.010948,0.579545,0.250000,0.113636,0.002618,0.000000,0.167283
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,4,88,0.443182,0.038462,0.111111,0.033199,0.009881,0.727273,0.215909,0.068182,0.002356,0.000000,0.140888
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,5,88,0.568182,0.113636,0.045455,0.175380,0.010946,0.625000,0.431818,0.113636,0.002618,0.000000,0.191712
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,rigidity_or_deformation,6,88,0.568182,0.063830,0.024390,0.171836,0.007659,0.625000,0.227273,0.090909,0.001832,0.000000,0.150760
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,0,88,0.590909,0.071429,0.108696,0.183086,0.009838,0.704545,0.306818,0.090909,0.002356,0.000000,0.163773
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,1,88,0.511364,0.065217,0.095238,0.120509,0.005505,0.647727,0.238636,0.045455,0.001309,0.000000,0.153270
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,2,88,0.511364,0.085106,0.121951,0.117834,0.007655,0.681818,0.272727,0.113636,0.001832,0.000000,0.165420
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,3,88,0.488636,0.125000,0.050000,0.077682,0.005449,0.659091,0.272727,0.068182,0.001309,0.000000,0.153585
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,4,88,0.511364,0.092593,0.058824,0.108596,0.005502,0.625000,0.261364,0.102273,0.001309,0.000000,0.162146
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,5,88,0.590909,0.142857,0.051282,0.189004,0.007654,0.738636,0.238636,0.056818,0.001832,0.000000,0.135528
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,tool_reach_and_contact,6,88,0.636364,0.069767,0.066667,0.223374,0.010932,0.647727,0.261364,0.068182,0.002618,0.000000,0.153198
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,articulation_direction,0,88,0.477273,0.113208,0.085714,0.071217,0.012027,0.704545,0.215909,0.068182,0.002879,0.000000,0.143367
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,articulation_direction,1,88,0.636364,0.076923,0.138889,0.235073,0.013137,0.704545,0.272727,0.136364,0.003141,0.000000,0.161533
sequential_3d_affordance_reasoner,nominal_household,container_liquid_transfer,articulation_direction,2,88,0.556818,0.121951,0.127660,0.150147,0.008757,0.670455,0.250000,0.056818,0.002094,0.000000,0.151773
